pin,r,g,b,total
7468,255,14,0,269
7469,255,20,0,275
7470,255,30,0,285
7471,255,36,0,291
7472,255,24,0,279
7473,255,38,0,293
7474,255,156,0,411
7475,255,66,0,321
7476,255,45,0,300
7477,255,97,0,352
7478,255,54,0,309
7479,255,37,0,292
7480,255,31,0,286
7481,255,13,0,268
7482,255,16,0,271
7483,236,0,0,236
7484,255,18,0,273
7485,255,17,0,272
7486,255,65,0,320
7487,243,0,0,243
7488,255,29,0,284
7489,250,0,0,250
7490,238,0,0,238
7491,255,75,0,330
7492,255,8,0,263
7493,213,0,0,213
7494,236,0,0,236
7495,218,0,0,218
7496,248,0,0,248
7497,255,33,0,288
7498,239,0,0,239
7499,242,0,0,242
7500,255,62,0,317
7501,255,34,0,289
7502,255,22,0,277
7503,255,8,0,263
7504,255,29,0,284
7505,255,18,0,273
7506,247,0,0,247
7507,255,2,0,257
7508,255,19,0,274
7509,255,36,0,291
7510,255,46,0,301
7511,255,67,0,322
7512,255,57,0,312
7513,255,7,0,262
7514,255,1,0,256
7515,255,24,0,279
7516,243,0,0,243
7517,255,28,0,283
7518,255,16,0,271
7519,230,0,0,230
7520,236,0,0,236
7521,255,20,0,275
7522,242,0,0,242
7523,255,12,0,267
7524,255,19,0,274
7525,255,34,0,289
7526,242,0,0,242
7527,237,0,0,237
7528,255,12,0,267
7529,255,14,0,269
7530,255,46,0,301
7531,255,113,0,368
7532,255,56,0,311
7533,255,50,0,305
7534,245,0,0,245
7535,255,49,0,304
7536,255,17,0,272
7537,253,0,0,253
7538,227,0,0,227
7539,255,22,0,277
7540,255,16,0,271
7541,255,16,0,271
7542,249,0,0,249
7543,255,30,0,285
7544,243,0,0,243
7545,255,21,0,276
7546,255,19,0,274
7547,249,0,0,249
7548,255,15,0,270
7549,217,0,0,217
7550,249,0,0,249
7551,255,46,0,301
7552,221,0,0,221
7553,255,5,0,260
7554,220,0,0,220
7555,255,13,0,268
7556,230,0,0,230
7557,255,74,0,329
7558,255,20,0,275
7559,255,31,0,286
7560,254,0,0,254
7561,255,12,0,267
7562,231,0,0,231
7563,255,2,0,257
7564,255,9,0,264
7565,255,22,0,277
7566,255,30,0,285
7567,255,5,0,260
7568,255,1,0,256
7569,255,13,0,268
7570,247,0,0,247
7571,254,0,0,254
7572,238,0,0,238
7573,255,19,0,274
7574,255,31,0,286
7575,255,144,0,399
7576,255,62,0,317
7577,255,71,0,326
7578,255,28,0,283
7579,255,61,0,316
7580,255,51,0,306
7581,252,0,0,252
7582,255,2,0,257
7583,235,0,0,235
7584,255,4,0,259
7585,255,41,0,296
7586,255,17,0,272
7587,255,18,0,273
7588,255,18,0,273
7589,254,0,0,254
7590,255,39,0,294
7591,255,16,0,271
7592,246,0,0,246
7593,221,0,0,221
7594,255,4,0,259
7595,255,28,0,283
7596,255,16,0,271
7597,210,0,0,210
7598,255,36,0,291
7599,226,0,0,226
7600,255,44,0,299
7601,255,25,0,280
7602,255,54,0,309
7603,255,53,0,308
7604,255,59,0,314
7605,255,49,0,304
7606,255,40,0,295
7607,255,42,0,297
7608,255,24,0,279
7609,255,0,0,255
7610,255,80,0,335
7611,255,63,0,318
7612,255,58,0,313
7613,255,25,0,280
7614,255,9,0,264
7615,254,0,0,254
7616,232,0,0,232
7617,247,0,0,247
7618,213,0,0,213
7619,255,28,0,283
7620,230,0,0,230
7621,255,34,0,289
7622,255,33,0,288
7623,255,19,0,274
7624,231,0,0,231
7625,255,41,0,296
7626,244,0,0,244
7627,255,2,0,257
7628,206,0,0,206
7629,217,0,0,217
7630,255,11,0,266
7631,238,0,0,238
7632,230,0,0,230
7633,255,42,0,297
7634,250,0,0,250
7635,202,0,0,202
7636,198,0,0,198
7637,125,0,0,125
7638,183,0,0,183
7639,200,0,0,200
7640,255,33,0,288
7641,235,0,0,235
7642,247,0,0,247
7643,255,85,0,340
7644,255,71,0,326
7645,255,14,0,269
7646,255,22,0,277
7647,232,0,0,232
7648,255,32,0,287
7649,255,7,0,262
7650,255,15,0,270
7651,255,7,0,262
7652,220,0,0,220
7653,255,12,0,267
7654,255,104,0,359
7655,255,35,0,290
7656,255,44,0,299
7657,255,6,0,261
7658,255,18,0,273
7659,255,15,0,270
7660,255,8,0,263
7661,231,0,0,231
7662,231,0,0,231
7663,246,0,0,246
7664,255,47,0,302
7665,255,22,0,277
7666,255,38,0,293
7667,255,73,0,328
7668,228,0,0,228
7669,255,29,0,284
7670,239,0,0,239
7671,242,0,0,242
7672,255,10,0,265
7673,255,52,0,307
7674,243,0,0,243
7675,255,2,0,257
7676,255,127,0,382
7677,255,66,0,321
7678,255,59,0,314
7679,255,29,0,284
7680,255,4,0,259
7681,250,0,0,250
7682,232,0,0,232
7683,212,0,0,212
7684,255,11,0,266
7685,248,0,0,248
7686,252,0,0,252
7687,255,26,0,281
7688,255,7,0,262
7689,255,38,0,293
7690,249,0,0,249
7691,255,24,0,279
7692,249,0,0,249
7693,177,0,0,177
7694,234,0,0,234
7695,218,0,0,218
7696,245,0,0,245
7697,255,3,0,258
7698,202,0,0,202
7699,248,0,0,248
7700,255,79,0,334
7701,255,44,0,299
7702,255,21,0,276
7703,255,31,0,286
7704,255,68,0,323
7705,255,26,0,281
7706,255,7,0,262
7707,255,84,0,339
7708,255,19,0,274
7709,255,42,0,297
7710,255,37,0,292
7711,255,118,0,373
7712,255,85,0,340
7713,255,41,0,296
7714,255,67,0,322
7715,255,22,0,277
7716,255,39,0,294
7717,255,70,0,325
7718,255,75,0,330
7719,255,31,0,286
7720,255,24,0,279
7721,255,52,0,307
7722,255,67,0,322
7723,255,21,0,276
7724,255,40,0,295
7725,255,43,0,298
7726,255,53,0,308
7727,255,51,0,306
7728,255,9,0,264
7729,255,4,0,259
7730,221,0,0,221
7731,255,26,0,281
7732,255,8,0,263
7733,255,68,0,323
7734,255,126,0,381
7735,255,0,0,255
7736,255,24,0,279
7737,255,47,0,302
7738,255,29,0,284
7739,250,0,0,250
7740,218,0,0,218
7741,255,44,0,299
7742,255,30,0,285
7743,250,0,0,250
7744,255,78,0,333
7745,255,35,0,290
7746,252,0,0,252
7747,255,53,0,308
7748,255,12,0,267
7749,255,117,0,372
7750,255,1,0,256
7751,255,38,0,293
7752,255,3,0,258
7753,255,12,0,267
7754,254,0,0,254
7755,255,77,0,332
7756,255,44,0,299
7757,255,63,0,318
7758,255,47,0,302
7759,255,53,0,308
7760,255,9,0,264
7761,255,26,0,281
7762,235,0,0,235
7763,252,0,0,252
7764,254,0,0,254
7765,255,58,0,313
7766,255,75,0,330
7767,255,42,0,297
7768,255,23,0,278
7769,255,79,0,334
7770,255,57,0,312
7771,255,92,0,347
7772,255,32,0,287
7773,255,83,0,338
7774,255,71,0,326
7775,255,52,0,307
7776,255,56,0,311
7777,255,255,98,608
7778,255,100,0,355
7779,255,89,0,344
7780,255,57,0,312
7781,255,19,0,274
7782,255,56,0,311
7783,255,39,0,294
7784,255,18,0,273
7785,255,26,0,281
7786,255,48,0,303
7787,255,106,0,361
7788,255,171,0,426
7789,255,110,0,365
7790,255,10,0,265
7791,255,12,0,267
7792,255,21,0,276
7793,255,6,0,261
7794,255,11,0,266
7795,255,23,0,278
7796,255,33,0,288
7797,255,46,0,301
7798,255,16,0,271
7799,255,107,0,362
7800,255,46,0,301
7801,239,0,0,239
7802,255,39,0,294
7803,255,9,0,264
7804,249,0,0,249
7805,255,35,0,290
7806,255,2,0,257
7807,255,47,0,302
7808,255,21,0,276
7809,255,13,0,268
7810,255,28,0,283
7811,255,47,0,302
7812,255,51,0,306
7813,246,0,0,246
7814,253,0,0,253
7815,255,10,0,265
7816,242,0,0,242
7817,232,0,0,232
7818,255,31,0,286
7819,255,12,0,267
7820,236,0,0,236
7821,255,35,0,290
7822,244,0,0,244
7823,255,22,0,277
7824,255,60,0,315
7825,255,6,0,261
7826,255,4,0,259
7827,255,21,0,276
7828,254,0,0,254
7829,255,67,0,322
7830,198,0,0,198
7831,238,0,0,238
7832,251,0,0,251
7833,255,5,0,260
7834,213,0,0,213
7835,226,0,0,226
7836,234,0,0,234
7837,239,0,0,239
7838,202,0,0,202
7839,255,2,0,257
7840,238,0,0,238
7841,236,0,0,236
7842,254,0,0,254
7843,220,0,0,220
7844,255,10,0,265
7845,255,60,0,315
7846,243,0,0,243
7847,255,11,0,266
7848,255,6,0,261
7849,255,41,0,296
7850,230,0,0,230
7851,255,9,0,264
7852,255,65,0,320
7853,238,0,0,238
7854,255,49,0,304
7855,255,9,0,264
7856,255,103,0,358
7857,255,14,0,269
7858,255,33,0,288
7859,250,0,0,250
7860,255,58,0,313
7861,255,63,0,318
7862,255,36,0,291
7863,255,2,0,257
7864,255,36,0,291
7865,255,82,0,337
7866,255,46,0,301
7867,255,63,0,318
7868,255,14,0,269
7869,255,83,0,338
7870,240,0,0,240
7871,253,0,0,253
7872,232,0,0,232
7873,255,65,0,320
7874,255,36,0,291
7875,254,0,0,254
7876,255,44,0,299
7877,255,66,0,321
7878,255,191,0,446
7879,255,79,0,334
7880,255,53,0,308
7881,255,14,0,269
7882,255,77,0,332
7883,255,29,0,284
7884,255,19,0,274
7885,255,2,0,257
7886,255,7,0,262
7887,255,84,0,339
7888,255,37,0,292
7889,255,87,0,342
7890,255,211,0,466
7891,255,68,0,323
7892,255,56,0,311
7893,255,16,0,271
7894,255,159,0,414
7895,255,112,0,367
7896,255,137,0,392
7897,255,74,0,329
7898,255,70,0,325
7899,255,128,0,383
7900,255,12,0,267
7901,255,44,0,299
7902,255,61,0,316
7903,255,24,0,279
7904,255,72,0,327
7905,255,12,0,267
7906,254,0,0,254
7907,255,31,0,286
7908,255,32,0,287
7909,255,60,0,315
7910,255,35,0,290
7911,255,76,0,331
7912,255,52,0,307
7913,255,143,0,398
7914,255,4,0,259
7915,255,14,0,269
7916,255,9,0,264
7917,243,0,0,243
7918,255,8,0,263
7919,255,17,0,272
7920,255,52,0,307
7921,255,38,0,293
7922,255,12,0,267
7923,255,13,0,268
7924,250,0,0,250
7925,254,0,0,254
7926,255,29,0,284
7927,232,0,0,232
7928,255,22,0,277
7929,255,20,0,275
7930,210,0,0,210
7931,255,66,0,321
7932,244,0,0,244
7933,255,8,0,263
7934,255,4,0,259
7935,227,0,0,227
7936,255,2,0,257
7937,223,0,0,223
7938,195,0,0,195
7939,226,0,0,226
7940,255,1,0,256
7941,249,0,0,249
7942,255,212,0,467
7943,242,0,0,242
7944,224,0,0,224
7945,249,0,0,249
7946,255,53,0,308
7947,221,0,0,221
7948,208,0,0,208
7949,224,0,0,224
7950,248,0,0,248
7951,251,0,0,251
7952,255,39,0,294
7953,245,0,0,245
7954,250,0,0,250
7955,255,0,0,255
7956,255,33,0,288
7957,236,0,0,236
7958,255,71,0,326
7959,255,64,0,319
7960,243,0,0,243
7961,244,0,0,244
7962,198,0,0,198
7963,255,17,0,272
7964,255,32,0,287
7965,255,31,0,286
7966,255,22,0,277
7967,215,0,0,215
7968,240,0,0,240
7969,244,0,0,244
7970,247,0,0,247
7971,255,46,0,301
7972,245,0,0,245
7973,255,8,0,263
7974,254,0,0,254
7975,245,0,0,245
7976,255,22,0,277
7977,255,33,0,288
7978,255,38,0,293
7979,255,186,0,441
7980,255,55,0,310
7981,255,50,0,305
7982,255,57,0,312
7983,255,11,0,266
7984,255,12,0,267
7985,255,16,0,271
7986,249,0,0,249
7987,255,74,0,329
7988,255,85,0,340
7989,255,59,0,314
7990,210,0,0,210
7991,255,37,0,292
7992,234,0,0,234
7993,166,0,0,166
7994,213,0,0,213
7995,255,3,0,258
7996,226,0,0,226
7997,255,85,0,340
7998,255,16,0,271
7999,255,75,0,330
8000,255,113,0,368
8001,255,72,0,327
8002,255,54,0,309
8003,255,27,0,282
8004,255,45,0,300
8005,255,25,0,280
8006,255,16,0,271
8007,255,56,0,311
8008,255,118,0,373
8009,255,14,0,269
8010,255,81,0,336
8011,255,84,0,339
8012,255,46,0,301
8013,255,88,0,343
8014,255,33,0,288
8015,255,19,0,274
8016,255,40,0,295
8017,255,25,0,280
8018,255,72,0,327
8019,255,4,0,259
8020,255,30,0,285
8021,255,104,0,359
8022,255,15,0,270
8023,255,14,0,269
8024,255,22,0,277
8025,255,34,0,289
8026,254,0,0,254
8027,247,0,0,247
8028,237,0,0,237
8029,255,26,0,281
8030,255,26,0,281
8031,255,4,0,259
8032,244,0,0,244
8033,255,15,0,270
8034,255,25,0,280
8035,228,0,0,228
8036,231,0,0,231
8037,255,25,0,280
8038,240,0,0,240
8039,191,0,0,191
8040,255,14,0,269
8041,212,0,0,212
8042,255,2,0,257
8043,213,0,0,213
8044,255,25,0,280
8045,224,0,0,224
8046,255,19,0,274
8047,224,0,0,224
8048,218,0,0,218
8049,238,0,0,238
8050,255,8,0,263
8051,232,0,0,232
8052,230,0,0,230
8053,255,8,0,263
8054,247,0,0,247
8055,255,61,0,316
8056,255,30,0,285
8057,204,0,0,204
8058,226,0,0,226
8059,198,0,0,198
8060,255,3,0,258
8061,202,0,0,202
8062,235,0,0,235
8063,226,0,0,226
8064,218,0,0,218
8065,177,0,0,177
8066,245,0,0,245
8067,183,0,0,183
8068,0,0,0,0
8069,234,0,0,234
8070,255,85,0,340
8071,246,0,0,246
8072,215,0,0,215
8073,255,33,0,288
8074,204,0,0,204
8075,253,0,0,253
8076,188,0,0,188
8077,255,35,0,290
8078,231,0,0,231
8079,255,9,0,264
8080,255,154,0,409
8081,255,52,0,307
8082,255,46,0,301
8083,255,18,0,273
8084,255,30,0,285
8085,255,14,0,269
8086,255,22,0,277
8087,255,21,0,276
8088,255,84,0,339
8089,255,46,0,301
8090,255,52,0,307
8091,239,0,0,239
8092,193,0,0,193
8093,108,0,0,108
8094,236,0,0,236
8095,198,0,0,198
8096,234,0,0,234
8097,210,0,0,210
8098,255,12,0,267
8099,249,0,0,249
8100,255,62,0,317
8101,255,43,0,298
8102,255,14,0,269
8103,255,17,0,272
8104,255,55,0,310
8105,255,22,0,277
8106,255,12,0,267
8107,255,80,0,335
8108,255,78,0,333
8109,255,37,0,292
8110,255,29,0,284
8111,255,51,0,306
8112,255,51,0,306
8113,255,48,0,303
8114,255,18,0,273
8115,255,14,0,269
8116,255,15,0,270
8117,255,15,0,270
8118,255,69,0,324
8119,255,55,0,310
8120,255,14,0,269
8121,255,46,0,301
8122,249,0,0,249
8123,255,53,0,308
8124,255,21,0,276
8125,255,30,0,285
8126,255,64,0,319
8127,255,42,0,297
8128,255,23,0,278
8129,249,0,0,249
8130,255,14,0,269
8131,228,0,0,228
8132,235,0,0,235
8133,255,59,0,314
8134,255,39,0,294
8135,255,12,0,267
8136,235,0,0,235
8137,177,0,0,177
8138,252,0,0,252
8139,234,0,0,234
8140,255,6,0,261
8141,239,0,0,239
8142,245,0,0,245
8143,255,26,0,281
8144,240,0,0,240
8145,255,9,0,264
8146,166,0,0,166
8147,255,13,0,268
8148,255,23,0,278
8149,224,0,0,224
8150,255,25,0,280
8151,238,0,0,238
8152,230,0,0,230
8153,255,69,0,324
8154,253,0,0,253
8155,255,16,0,271
8156,238,0,0,238
8157,255,31,0,286
8158,255,70,0,325
8159,255,6,0,261
8160,255,1,0,256
8161,237,0,0,237
8162,239,0,0,239
8163,255,1,0,256
8164,255,5,0,260
8165,234,0,0,234
8166,255,18,0,273
8167,228,0,0,228
8168,255,14,0,269
8169,255,4,0,259
8170,255,2,0,257
8171,243,0,0,243
8172,232,0,0,232
8173,255,1,0,256
8174,215,0,0,215
8175,250,0,0,250
8176,255,39,0,294
8177,255,8,0,263
8178,255,4,0,259
8179,255,46,0,301
8180,255,57,0,312
8181,255,127,0,382
8182,255,33,0,288
8183,255,29,0,284
8184,255,64,0,319
8185,246,0,0,246
8186,255,69,0,324
8187,255,16,0,271
8188,255,42,0,297
8189,255,25,0,280
8190,255,38,0,293
8191,255,27,0,282
8192,255,37,0,292
8193,255,20,0,275
8194,223,0,0,223
8195,246,0,0,246
8196,158,0,0,158
8197,254,0,0,254
8198,255,9,0,264
8199,255,17,0,272
8200,255,24,0,279
8201,255,37,0,292
8202,255,36,0,291
8203,255,57,0,312
8204,255,25,0,280
8205,255,32,0,287
8206,244,0,0,244
8207,255,60,0,315
8208,255,4,0,259
8209,255,14,0,269
8210,255,84,0,339
8211,255,46,0,301
8212,255,27,0,282
8213,255,21,0,276
8214,255,12,0,267
8215,255,6,0,261
8216,255,43,0,298
8217,255,2,0,257
8218,255,46,0,301
8219,255,35,0,290
8220,255,24,0,279
8221,255,43,0,298
8222,255,21,0,276
8223,245,0,0,245
8224,250,0,0,250
8225,242,0,0,242
8226,255,16,0,271
8227,255,20,0,275
8228,255,56,0,311
8229,221,0,0,221
8230,244,0,0,244
8231,255,6,0,261
8232,255,1,0,256
8233,255,0,0,255
8234,255,52,0,307
8235,255,9,0,264
8236,255,2,0,257
8237,255,16,0,271
8238,255,24,0,279
8239,237,0,0,237
8240,255,41,0,296
8241,255,9,0,264
8242,255,25,0,280
8243,255,6,0,261
8244,255,44,0,299
8245,255,18,0,273
8246,255,112,0,367
8247,251,0,0,251
8248,255,12,0,267
8249,253,0,0,253
8250,255,34,0,289
8251,255,32,0,287
8252,255,72,0,327
8253,255,9,0,264
8254,250,0,0,250
8255,255,19,0,274
8256,255,18,0,273
8257,255,14,0,269
8258,255,55,0,310
8259,215,0,0,215
8260,255,34,0,289
8261,250,0,0,250
8262,250,0,0,250
8263,251,0,0,251
8264,255,79,0,334
8265,255,2,0,257
8266,255,7,0,262
8267,255,18,0,273
8268,224,0,0,224
8269,255,5,0,260
8270,221,0,0,221
8271,255,2,0,257
8272,255,74,0,329
8273,246,0,0,246
8274,255,9,0,264
8275,255,31,0,286
8276,226,0,0,226
8277,255,39,0,294
8278,210,0,0,210
8279,255,37,0,292
8280,245,0,0,245
8281,255,21,0,276
8282,255,190,0,445
8283,255,36,0,291
8284,255,34,0,289
8285,255,34,0,289
8286,255,18,0,273
8287,255,41,0,296
8288,255,38,0,293
8289,255,30,0,285
8290,255,15,0,270
8291,255,21,0,276
8292,255,3,0,258
8293,253,0,0,253
8294,206,0,0,206
8295,227,0,0,227
8296,226,0,0,226
8297,240,0,0,240
8298,255,11,0,266
8299,255,0,0,255
8300,255,14,0,269
8301,255,49,0,304
8302,255,22,0,277
8303,255,8,0,263
8304,255,31,0,286
8305,255,19,0,274
8306,239,0,0,239
8307,255,2,0,257
8308,255,2,0,257
8309,255,0,0,255
8310,255,64,0,319
8311,255,83,0,338
8312,255,76,0,331
8313,227,0,0,227
8314,255,33,0,288
8315,255,1,0,256
8316,255,14,0,269
8317,255,17,0,272
8318,255,59,0,314
8319,255,17,0,272
8320,255,5,0,260
8321,255,19,0,274
8322,255,3,0,258
8323,255,1,0,256
8324,255,26,0,281
8325,255,18,0,273
8326,223,0,0,223
8327,255,9,0,264
8328,250,0,0,250
8329,220,0,0,220
8330,255,1,0,256
8331,237,0,0,237
8332,255,27,0,282
8333,235,0,0,235
8334,195,0,0,195
8335,252,0,0,252
8336,230,0,0,230
8337,255,10,0,265
8338,255,35,0,290
8339,206,0,0,206
8340,252,0,0,252
8341,239,0,0,239
8342,255,18,0,273
8343,166,0,0,166
8344,200,0,0,200
8345,255,19,0,274
8346,185,0,0,185
8347,255,39,0,294
8348,255,39,0,294
8349,206,0,0,206
8350,255,61,0,316
8351,255,25,0,280
8352,255,41,0,296
8353,239,0,0,239
8354,221,0,0,221
8355,228,0,0,228
8356,185,0,0,185
8357,231,0,0,231
8358,255,4,0,259
8359,228,0,0,228
8360,238,0,0,238
8361,237,0,0,237
8362,212,0,0,212
8363,227,0,0,227
8364,218,0,0,218
8365,224,0,0,224
8366,255,33,0,288
8367,255,14,0,269
8368,242,0,0,242
8369,238,0,0,238
8370,254,0,0,254
8371,255,45,0,300
8372,255,11,0,266
8373,250,0,0,250
8374,220,0,0,220
8375,255,0,0,255
8376,195,0,0,195
8377,237,0,0,237
8378,252,0,0,252
8379,255,0,0,255
8380,250,0,0,250
8381,255,28,0,283
8382,255,20,0,275
8383,255,89,0,344
8384,255,55,0,310
8385,255,38,0,293
8386,255,1,0,256
8387,234,0,0,234
8388,255,21,0,276
8389,255,31,0,286
8390,248,0,0,248
8391,255,28,0,283
8392,236,0,0,236
8393,255,7,0,262
8394,206,0,0,206
8395,210,0,0,210
8396,227,0,0,227
8397,170,0,0,170
8398,132,0,0,132
8399,243,0,0,243
8400,255,8,0,263
8401,255,34,0,289
8402,255,18,0,273
8403,255,5,0,260
8404,255,38,0,293
8405,255,12,0,267
8406,255,46,0,301
8407,255,12,0,267
8408,255,2,0,257
8409,255,39,0,294
8410,255,33,0,288
8411,255,101,0,356
8412,255,44,0,299
8413,251,0,0,251
8414,255,27,0,282
8415,255,4,0,259
8416,255,12,0,267
8417,253,0,0,253
8418,240,0,0,240
8419,250,0,0,250
8420,255,26,0,281
8421,255,67,0,322
8422,255,24,0,279
8423,243,0,0,243
8424,255,77,0,332
8425,255,73,0,328
8426,255,133,0,388
8427,255,33,0,288
8428,251,0,0,251
8429,191,0,0,191
8430,239,0,0,239
8431,255,19,0,274
8432,255,47,0,302
8433,255,16,0,271
8434,238,0,0,238
8435,228,0,0,228
8436,255,31,0,286
8437,177,0,0,177
8438,162,0,0,162
8439,234,0,0,234
8440,234,0,0,234
8441,238,0,0,238
8442,242,0,0,242
8443,217,0,0,217
8444,255,2,0,257
8445,255,10,0,265
8446,255,1,0,256
8447,227,0,0,227
8448,255,48,0,303
8449,227,0,0,227
8450,240,0,0,240
8451,255,29,0,284
8452,255,22,0,277
8453,230,0,0,230
8454,250,0,0,250
8455,255,46,0,301
8456,255,63,0,318
8457,255,3,0,258
8458,254,0,0,254
8459,232,0,0,232
8460,252,0,0,252
8461,255,66,0,321
8462,255,94,0,349
8463,243,0,0,243
8464,255,40,0,295
8465,254,0,0,254
8466,237,0,0,237
8467,227,0,0,227
8468,255,48,0,303
8469,255,15,0,270
8470,244,0,0,244
8471,255,38,0,293
8472,255,84,0,339
8473,247,0,0,247
8474,255,11,0,266
8475,255,39,0,294
8476,242,0,0,242
8477,255,59,0,314
8478,255,24,0,279
8479,246,0,0,246
8480,255,39,0,294
8481,250,0,0,250
8482,255,27,0,282
8483,250,0,0,250
8484,255,130,0,385
8485,255,38,0,293
8486,255,47,0,302
8487,255,60,0,315
8488,255,28,0,283
8489,255,64,0,319
8490,255,1,0,256
8491,255,29,0,284
8492,230,0,0,230
8493,215,0,0,215
8494,255,39,0,294
8495,249,0,0,249
8496,220,0,0,220
8497,236,0,0,236
8498,231,0,0,231
8499,255,16,0,271
8500,255,56,0,311
8501,255,29,0,284
8502,255,65,0,320
8503,255,6,0,261
8504,255,82,0,337
8505,255,39,0,294
8506,255,6,0,261
8507,255,5,0,260
8508,255,6,0,261
8509,255,93,0,348
8510,255,43,0,298
8511,255,69,0,324
8512,255,58,0,313
8513,255,56,0,311
8514,255,36,0,291
8515,255,38,0,293
8516,255,36,0,291
8517,236,0,0,236
8518,255,22,0,277
8519,247,0,0,247
8520,255,226,0,481
8521,255,76,0,331
8522,255,18,0,273
8523,255,63,0,318
8524,255,33,0,288
8525,255,75,0,330
8526,255,9,0,264
8527,255,4,0,259
8528,255,16,0,271
8529,255,1,0,256
8530,255,45,0,300
8531,255,40,0,295
8532,255,18,0,273
8533,255,2,0,257
8534,255,2,0,257
8535,255,4,0,259
8536,243,0,0,243
8537,255,12,0,267
8538,185,0,0,185
8539,170,0,0,170
8540,248,0,0,248
8541,255,33,0,288
8542,255,48,0,303
8543,236,0,0,236
8544,255,46,0,301
8545,255,24,0,279
8546,255,20,0,275
8547,255,6,0,261
8548,220,0,0,220
8549,249,0,0,249
8550,255,22,0,277
8551,221,0,0,221
8552,255,26,0,281
8553,224,0,0,224
8554,245,0,0,245
8555,255,29,0,284
8556,239,0,0,239
8557,166,0,0,166
8558,255,45,0,300
8559,255,12,0,267
8560,230,0,0,230
8561,243,0,0,243
8562,255,19,0,274
8563,255,20,0,275
8564,255,11,0,266
8565,255,28,0,283
8566,255,25,0,280
8567,255,35,0,290
8568,213,0,0,213
8569,255,35,0,290
8570,249,0,0,249
8571,251,0,0,251
8572,255,54,0,309
8573,232,0,0,232
8574,255,12,0,267
8575,255,88,0,343
8576,255,31,0,286
8577,255,82,0,337
8578,204,0,0,204
8579,255,18,0,273
8580,255,8,0,263
8581,255,2,0,257
8582,255,30,0,285
8583,255,2,0,257
8584,255,37,0,292
8585,255,139,0,394
8586,255,84,0,339
8587,255,31,0,286
8588,255,83,0,338
8589,255,52,0,307
8590,255,26,0,281
8591,255,22,0,277
8592,226,0,0,226
8593,253,0,0,253
8594,228,0,0,228
8595,255,29,0,284
8596,255,45,0,300
8597,239,0,0,239
8598,185,0,0,185
8599,247,0,0,247
8600,255,5,0,260
8601,244,0,0,244
8602,238,0,0,238
8603,245,0,0,245
8604,255,2,0,257
8605,250,0,0,250
8606,234,0,0,234
8607,255,10,0,265
8608,250,0,0,250
8609,234,0,0,234
8610,246,0,0,246
8611,255,34,0,289
8612,255,56,0,311
8613,252,0,0,252
8614,236,0,0,236
8615,249,0,0,249
8616,255,6,0,261
8617,255,20,0,275
8618,255,4,0,259
8619,217,0,0,217
8620,195,0,0,195
8621,253,0,0,253
8622,255,25,0,280
8623,236,0,0,236
8624,255,86,0,341
8625,255,41,0,296
8626,255,2,0,257
8627,255,10,0,265
8628,223,0,0,223
8629,255,33,0,288
8630,237,0,0,237
8631,246,0,0,246
8632,255,18,0,273
8633,255,27,0,282
8634,220,0,0,220
8635,221,0,0,221
8636,180,0,0,180
8637,202,0,0,202
8638,204,0,0,204
8639,238,0,0,238
8640,240,0,0,240
8641,195,0,0,195
8642,255,80,0,335
8643,217,0,0,217
8644,242,0,0,242
8645,255,7,0,262
8646,170,0,0,170
8647,221,0,0,221
8648,255,48,0,303
8649,255,72,0,327
8650,255,71,0,326
8651,255,4,0,259
8652,223,0,0,223
8653,212,0,0,212
8654,255,4,0,259
8655,246,0,0,246
8656,228,0,0,228
8657,248,0,0,248
8658,244,0,0,244
8659,250,0,0,250
8660,255,4,0,259
8661,248,0,0,248
8662,255,18,0,273
8663,249,0,0,249
8664,255,5,0,260
8665,250,0,0,250
8666,230,0,0,230
8667,255,2,0,257
8668,255,55,0,310
8669,255,72,0,327
8670,255,10,0,265
8671,242,0,0,242
8672,255,5,0,260
8673,231,0,0,231
8674,255,0,0,255
8675,255,57,0,312
8676,255,6,0,261
8677,239,0,0,239
8678,255,63,0,318
8679,227,0,0,227
8680,218,0,0,218
8681,236,0,0,236
8682,234,0,0,234
8683,255,16,0,271
8684,255,31,0,286
8685,250,0,0,250
8686,255,114,0,369
8687,255,41,0,296
8688,255,44,0,299
8689,255,26,0,281
8690,255,21,0,276
8691,255,7,0,262
8692,255,2,0,257
8693,246,0,0,246
8694,255,18,0,273
8695,239,0,0,239
8696,234,0,0,234
8697,213,0,0,213
8698,255,24,0,279
8699,244,0,0,244
8700,255,46,0,301
8701,255,36,0,291
8702,255,47,0,302
8703,254,0,0,254
8704,249,0,0,249
8705,228,0,0,228
8706,255,33,0,288
8707,249,0,0,249
8708,237,0,0,237
8709,248,0,0,248
8710,255,37,0,292
8711,255,55,0,310
8712,255,36,0,291
8713,255,5,0,260
8714,218,0,0,218
8715,255,37,0,292
8716,255,12,0,267
8717,223,0,0,223
8718,218,0,0,218
8719,255,1,0,256
8720,254,0,0,254
8721,255,58,0,313
8722,251,0,0,251
8723,255,55,0,310
8724,235,0,0,235
8725,213,0,0,213
8726,255,24,0,279
8727,255,1,0,256
8728,188,0,0,188
8729,185,0,0,185
8730,249,0,0,249
8731,255,12,0,267
8732,237,0,0,237
8733,255,1,0,256
8734,236,0,0,236
8735,217,0,0,217
8736,215,0,0,215
8737,198,0,0,198
8738,185,0,0,185
